id,category,severity,urgency,expected_action,english,hindi,odia,sambalpuri,santali,kui,desia,english_keywords,hindi_keywords,odia_keywords,sambalpuri_keywords,santali_keywords,kui_keywords,desia_keywords,notes
ILRC_247,Domestic_Violence,HIGH,IMMEDIATE,SAFETY_ESCALATION,This is urgent: I am afraid to go home I cannot handle this alone.,यह जरूरी है: मुझे घर जाने में डर लग रहा है।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ମୋତେ ଘରକୁ ଯିବାକୁ ଭୟ ଲାଗୁଛି।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Mote ghara jibaku darr laguchhe mu eka sambhali nai pare.,Jaruri kana: Ing orak te chalak botor aikawkana ing eskar bang sambhrao dadeakana.,Jaruri manji: Aanki iddu jibaku biiti lagisa aanu roote nai pare.,Jaruri ache: Muke ghor jibake darr laguche mui eka sambhali nai pare.,"afraid, home",ghar jane me darr,ଘରକୁ ଭୟ,ghara jibaku darr,orak chalak botor,"iddu jibaku, biiti","ghor jibake, darr","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_248,Domestic_Violence,HIGH,IMMEDIATE,SAFETY_ESCALATION,Please act now: I am afraid to go home Please do not ignore me.,कृपया अभी कार्रवाई करें: मुझे घर जाने में डर लग रहा है।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ମୋତେ ଘରକୁ ଯିବାକୁ ଭୟ ଲାଗୁଛି।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Mote ghara jibaku darr laguchhe mote anadekha nai kara.,Nita ge kami pe: Ing orak te chalak botor aikawkana aalo pe bageana.,Eebe turat vasa: Aanki iddu jibaku biiti lagisa aanki bagedu aatu.,Ebe turant katha suna: Muke ghor jibake darr laguche muke anadekha nai kora.,"afraid, home",ghar jane me darr,ଘରକୁ ଭୟ,ghara jibaku darr,orak chalak botor,"iddu jibaku, biiti","ghor jibake, darr","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_249,Domestic_Violence,HIGH,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: I am afraid to go home I need someone to help.,मुझे तुरंत मदद चाहिए: मुझे घर जाने में डर लग रहा है।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ମୋତେ ଘରକୁ ଯିବାକୁ ଭୟ ଲାଗୁଛି।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Mote ghara jibaku darr laguchhe kahari madat pathao.,Turat banchao darkar: Ing orak te chalak botor aikawkana jahay hohoako pe.,Turat saaha lohe: Aanki iddu jibaku biiti lagisa eeheki madat poyatu.,Turant sahajya darkar: Muke ghor jibake darr laguche karike madat pathaa.,"afraid, home",ghar jane me darr,ଘରକୁ ଭୟ,ghara jibaku darr,orak chalak botor,"iddu jibaku, biiti","ghor jibake, darr","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_250,Domestic_Violence,HIGH,IMMEDIATE,SAFETY_ESCALATION,"For my safety, I am afraid to go home Please take this seriously.","मेरी सुरक्षा के लिए, मुझे घर जाने में डर लग रहा है।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, ମୋତେ ଘରକୁ ଯିବାକୁ ଭୟ ଲାଗୁଛି।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Mote ghara jibaku darr laguchhe eha ke gambhira hisabe nia.","Ingak suraksha lagi, Ing orak te chalak botor aikawkana aadi jaruri kana.","Aani surakshya lagi, Aanki iddu jibaku biiti lagisa eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Muke ghor jibake darr laguche eita ke gambhira kori nia.","afraid, home",ghar jane me darr,ଘରକୁ ଭୟ,ghara jibaku darr,orak chalak botor,"iddu jibaku, biiti","ghor jibake, darr","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_251,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,A child is in danger.,एक बच्चा खतरे में है।,ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।,Pila ta khatara bipad re aichhe.,Gidra khatra re menaya.,Gida mira khatra taanji manju.,Chua ta bipad khatra te ache.,child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_252,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please A child is in danger Please help.,कृपया एक बच्चा खतरे में है।। कृपया मदद करें।,ଦୟାକରି ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,Daya kari Pila ta khatara bipad re aichhe mor sahajya kara.,Daya kate Gidra khatra re menaya banchaoing pe.,Daya koni Gida mira khatra taanji manju aanki saaha kidu.,Daya kori Chua ta bipad khatra te ache muke sahajya kora.,child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_253,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, A child is in danger I am scared.","अभी, एक बच्चा खतरे में है।। मैं डरा/डरी हूँ।","ଏବେ, ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ମୁଁ ଭୟଭୀତ।","Ebe, Pila ta khatara bipad re aichhe mor darr laguchhe.","Nita ge, Gidra khatra re menaya botor ge aikawkana.","Eebe, Gida mira khatra taanji manju aanki biiti manji.","Ebe, Chua ta bipad khatra te ache muke darr laguche.",child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_254,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because A child is in danger I need help.,मुझे मदद चाहिए क्योंकि एक बच्चा खतरे में है।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Pila ta khatara bipad re aichhe mote sahajya darkar.,Masing darkar kanje Gidra khatra re menaya banchaoing pe.,Aanki saaha lohe kanje Gida mira khatra taanji manju aanki sahaya kidu.,Muke sahajya darkar kanje Chua ta bipad khatra te ache muke sahajya kora.,child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_255,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, A child is in danger This is urgent.","कृपया समझिए, एक बच्चा खतरे में है।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ଏହା ଜରୁରୀ।","Bujha mor katha, Pila ta khatara bipad re aichhe eha jaruri aichhe.","Bujhau me, Gidra khatra re menaya aadi jaruri kana.","Bujha aani katha, Gida mira khatra taanji manju eehe jaruri manji.","Mor katha bujha, Chua ta bipad khatra te ache eita jaruri ache.",child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_256,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: A child is in danger Please stay with me.,मैं डरा/डरी हूँ: एक बच्चा खतरे में है।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Pila ta khatara bipad re aichhe mor sanghe thia hua.,Botor aikawkana: Gidra khatra re menaya ing sang te tahenpe.,Aanki biiti manji: Gida mira khatra taanji manju aani sanghe thia aatu.,Muke darr laguche: Chua ta bipad khatra te ache mor sanghe thia hua.,child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_257,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,This is urgent: A child is in danger I cannot handle this alone.,यह जरूरी है: एक बच्चा खतरे में है।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Pila ta khatara bipad re aichhe mu eka sambhali nai pare.,Jaruri kana: Gidra khatra re menaya ing eskar bang sambhrao dadeakana.,Jaruri manji: Gida mira khatra taanji manju aanu roote nai pare.,Jaruri ache: Chua ta bipad khatra te ache mui eka sambhali nai pare.,child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_258,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please act now: A child is in danger Please do not ignore me.,कृपया अभी कार्रवाई करें: एक बच्चा खतरे में है।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Pila ta khatara bipad re aichhe mote anadekha nai kara.,Nita ge kami pe: Gidra khatra re menaya aalo pe bageana.,Eebe turat vasa: Gida mira khatra taanji manju aanki bagedu aatu.,Ebe turant katha suna: Chua ta bipad khatra te ache muke anadekha nai kora.,child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_259,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: A child is in danger I need someone to help.,मुझे तुरंत मदद चाहिए: एक बच्चा खतरे में है।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Pila ta khatara bipad re aichhe kahari madat pathao.,Turat banchao darkar: Gidra khatra re menaya jahay hohoako pe.,Turat saaha lohe: Gida mira khatra taanji manju eeheki madat poyatu.,Turant sahajya darkar: Chua ta bipad khatra te ache karike madat pathaa.,child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_260,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"For my safety, A child is in danger Please take this seriously.","मेरी सुरक्षा के लिए, एक बच्चा खतरे में है।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, ଗୋଟିଏ ଶିଶୁ ବିପଦରେ ଅଛି।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Pila ta khatara bipad re aichhe eha ke gambhira hisabe nia.","Ingak suraksha lagi, Gidra khatra re menaya aadi jaruri kana.","Aani surakshya lagi, Gida mira khatra taanji manju eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Chua ta bipad khatra te ache eita ke gambhira kori nia.",child danger,bachha khatre me,ଶିଶୁ ବିପଦରେ,"pila, bipad","gidra, khatra","gida, mira, khatra","chua ta, bipad khatra","Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_261,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Someone is hurting the child.,कोई बच्चे को चोट पहुँचा रहा है।,କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।,Kehi pila ke maruchhe.,Jahay gidra e dalidinkana.,Eehe mira ke pidisenji.,Kehi chua ke maruche.,child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_262,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please Someone is hurting the child Please help.,कृपया कोई बच्चे को चोट पहुँचा रहा है।। कृपया मदद करें।,ଦୟାକରି କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,Daya kari Kehi pila ke maruchhe mor sahajya kara.,Daya kate Jahay gidra e dalidinkana banchaoing pe.,Daya koni Eehe mira ke pidisenji aanki saaha kidu.,Daya kori Kehi chua ke maruche muke sahajya kora.,child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_263,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, Someone is hurting the child I am scared.","अभी, कोई बच्चे को चोट पहुँचा रहा है।। मैं डरा/डरी हूँ।","ଏବେ, କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ମୁଁ ଭୟଭୀତ।","Ebe, Kehi pila ke maruchhe mor darr laguchhe.","Nita ge, Jahay gidra e dalidinkana botor ge aikawkana.","Eebe, Eehe mira ke pidisenji aanki biiti manji.","Ebe, Kehi chua ke maruche muke darr laguche.",child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_264,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because Someone is hurting the child I need help.,मुझे मदद चाहिए क्योंकि कोई बच्चे को चोट पहुँचा रहा है।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Kehi pila ke maruchhe mote sahajya darkar.,Masing darkar kanje Jahay gidra e dalidinkana banchaoing pe.,Aanki saaha lohe kanje Eehe mira ke pidisenji aanki sahaya kidu.,Muke sahajya darkar kanje Kehi chua ke maruche muke sahajya kora.,child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_265,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, Someone is hurting the child This is urgent.","कृपया समझिए, कोई बच्चे को चोट पहुँचा रहा है।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ଏହା ଜରୁରୀ।","Bujha mor katha, Kehi pila ke maruchhe eha jaruri aichhe.","Bujhau me, Jahay gidra e dalidinkana aadi jaruri kana.","Bujha aani katha, Eehe mira ke pidisenji eehe jaruri manji.","Mor katha bujha, Kehi chua ke maruche eita jaruri ache.",child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_266,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: Someone is hurting the child Please stay with me.,मैं डरा/डरी हूँ: कोई बच्चे को चोट पहुँचा रहा है।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Kehi pila ke maruchhe mor sanghe thia hua.,Botor aikawkana: Jahay gidra e dalidinkana ing sang te tahenpe.,Aanki biiti manji: Eehe mira ke pidisenji aani sanghe thia aatu.,Muke darr laguche: Kehi chua ke maruche mor sanghe thia hua.,child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_267,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,This is urgent: Someone is hurting the child I cannot handle this alone.,यह जरूरी है: कोई बच्चे को चोट पहुँचा रहा है।। मैं इसे अकेले नहीं संभाल सकता/सकती।,ଏହା ଜରୁରୀ: କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ମୁଁ ଏହାକୁ ଏକାକୀ ସମ୍ଭାଳିପାରୁନାହିଁ।,Jaruri aichhe: Kehi pila ke maruchhe mu eka sambhali nai pare.,Jaruri kana: Jahay gidra e dalidinkana ing eskar bang sambhrao dadeakana.,Jaruri manji: Eehe mira ke pidisenji aanu roote nai pare.,Jaruri ache: Kehi chua ke maruche mui eka sambhali nai pare.,child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_268,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please act now: Someone is hurting the child Please do not ignore me.,कृपया अभी कार्रवाई करें: कोई बच्चे को चोट पहुँचा रहा है।। कृपया मुझे अनदेखा न करें।,ଦୟାକରି ଏବେ କାର୍ଯ୍ୟ କରନ୍ତୁ: କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ଦୟାକରି ମୋତେ ଅଣଦେଖା କରନ୍ତୁ ନାହିଁ।,Ebe turant katha suna: Kehi pila ke maruchhe mote anadekha nai kara.,Nita ge kami pe: Jahay gidra e dalidinkana aalo pe bageana.,Eebe turat vasa: Eehe mira ke pidisenji aanki bagedu aatu.,Ebe turant katha suna: Kehi chua ke maruche muke anadekha nai kora.,child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_269,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need immediate help: Someone is hurting the child I need someone to help.,मुझे तुरंत मदद चाहिए: कोई बच्चे को चोट पहुँचा रहा है।। मुझे किसी की मदद चाहिए।,ମୋତେ ତୁରନ୍ତ ସାହାଯ୍ୟ ଦରକାର: କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ମୋତେ କାହାରୋ ସାହାଯ୍ୟ ଦରକାର।,Turant sahajya darkar: Kehi pila ke maruchhe kahari madat pathao.,Turat banchao darkar: Jahay gidra e dalidinkana jahay hohoako pe.,Turat saaha lohe: Eehe mira ke pidisenji eeheki madat poyatu.,Turant sahajya darkar: Kehi chua ke maruche karike madat pathaa.,child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_270,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"For my safety, Someone is hurting the child Please take this seriously.","मेरी सुरक्षा के लिए, कोई बच्चे को चोट पहुँचा रहा है।। कृपया इसे गंभीरता से लें।","ମୋ ସୁରକ୍ଷା ପାଇଁ, କେହି ଶିଶୁକୁ ଆଘାତ କରୁଛି।। ଦୟାକରି ଏହାକୁ ଗମ୍ଭୀରତାର ସହ ନିଅନ୍ତୁ।","Mor surakshya lagi, Kehi pila ke maruchhe eha ke gambhira hisabe nia.","Ingak suraksha lagi, Jahay gidra e dalidinkana aadi jaruri kana.","Aani surakshya lagi, Eehe mira ke pidisenji eeheke gambhira hisabe gihmu.","Mor surakshya lagi, Kehi chua ke maruche eita ke gambhira kori nia.",child hurt,bachhe ko chot,ଶିଶୁକୁ ଆଘାତ,pila ke maruchhe,gidra dal,mira pidisenji,chua ke maruche,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_271,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please protect this child.,कृपया इस बच्चे की रक्षा करें।,ଦୟାକରି ଏହି ଶିଶୁକୁ ସୁରକ୍ଷା ଦିଅନ୍ତୁ।,Daya kari e pila ke banchao.,Daya kate noa gidra e banchaoe pe.,Daya koni ee gida ke banchayatu.,Daya kori e chua ke banchaa.,protect child,bachhe ki raksha,ଶିଶୁକୁ ସୁରକ୍ଷା,pila banchao,gidra banchao,gida banchayatu,chua banchaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_272,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,Please Please protect this child Please help.,कृपया कृपया इस बच्चे की रक्षा करें।। कृपया मदद करें।,ଦୟାକରି ଦୟାକରି ଏହି ଶିଶୁକୁ ସୁରକ୍ଷା ଦିଅନ୍ତୁ।। ଦୟାକରି ସାହାଯ୍ୟ କରନ୍ତୁ।,Daya kari Daya kari e pila ke banchao mor sahajya kara.,Daya kate Daya kate noa gidra e banchaoe pe banchaoing pe.,Daya koni Daya koni ee gida ke banchayatu aanki saaha kidu.,Daya kori Daya kori e chua ke banchaa muke sahajya kora.,protect child,bachhe ki raksha,ଶିଶୁକୁ ସୁରକ୍ଷା,pila banchao,gidra banchao,gida banchayatu,chua banchaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_273,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Right now, Please protect this child I am scared.","अभी, कृपया इस बच्चे की रक्षा करें।। मैं डरा/डरी हूँ।","ଏବେ, ଦୟାକରି ଏହି ଶିଶୁକୁ ସୁରକ୍ଷା ଦିଅନ୍ତୁ।। ମୁଁ ଭୟଭୀତ।","Ebe, Daya kari e pila ke banchao mor darr laguchhe.","Nita ge, Daya kate noa gidra e banchaoe pe botor ge aikawkana.","Eebe, Daya koni ee gida ke banchayatu aanki biiti manji.","Ebe, Daya kori e chua ke banchaa muke darr laguche.",protect child,bachhe ki raksha,ଶିଶୁକୁ ସୁରକ୍ଷା,pila banchao,gidra banchao,gida banchayatu,chua banchaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_274,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I need help because Please protect this child I need help.,मुझे मदद चाहिए क्योंकि कृपया इस बच्चे की रक्षा करें।। मुझे मदद चाहिए।,ମୋତେ ସାହାଯ୍ୟ ଦରକାର କାରଣ ଦୟାକରି ଏହି ଶିଶୁକୁ ସୁରକ୍ଷା ଦିଅନ୍ତୁ।। ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,Mote sahajya darkar kanje Daya kari e pila ke banchao mote sahajya darkar.,Masing darkar kanje Daya kate noa gidra e banchaoe pe banchaoing pe.,Aanki saaha lohe kanje Daya koni ee gida ke banchayatu aanki sahaya kidu.,Muke sahajya darkar kanje Daya kori e chua ke banchaa muke sahajya kora.,protect child,bachhe ki raksha,ଶିଶୁକୁ ସୁରକ୍ଷା,pila banchao,gidra banchao,gida banchayatu,chua banchaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_275,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,"Please understand, Please protect this child This is urgent.","कृपया समझिए, कृपया इस बच्चे की रक्षा करें।। यह जरूरी है।","ଦୟାକରି ବୁଝନ୍ତୁ, ଦୟାକରି ଏହି ଶିଶୁକୁ ସୁରକ୍ଷା ଦିଅନ୍ତୁ।। ଏହା ଜରୁରୀ।","Bujha mor katha, Daya kari e pila ke banchao eha jaruri aichhe.","Bujhau me, Daya kate noa gidra e banchaoe pe aadi jaruri kana.","Bujha aani katha, Daya koni ee gida ke banchayatu eehe jaruri manji.","Mor katha bujha, Daya kori e chua ke banchaa eita jaruri ache.",protect child,bachhe ki raksha,ଶିଶୁକୁ ସୁରକ୍ଷା,pila banchao,gidra banchao,gida banchayatu,chua banchaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
ILRC_276,Child_Endangerment,CRITICAL,IMMEDIATE,SAFETY_ESCALATION,I am scared: Please protect this child Please stay with me.,मैं डरा/डरी हूँ: कृपया इस बच्चे की रक्षा करें।। कृपया मेरे साथ रहें।,ମୁଁ ଭୟଭୀତ: ଦୟାକରି ଏହି ଶିଶୁକୁ ସୁରକ୍ଷା ଦିଅନ୍ତୁ।। ଦୟାକରି ମୋ ସହିତ ରୁହନ୍ତୁ।,Mor darr laguchhe: Daya kari e pila ke banchao mor sanghe thia hua.,Botor aikawkana: Daya kate noa gidra e banchaoe pe ing sang te tahenpe.,Aanki biiti manji: Daya koni ee gida ke banchayatu aani sanghe thia aatu.,Muke darr laguche: Daya kori e chua ke banchaa mor sanghe thia hua.,protect child,bachhe ki raksha,ଶିଶୁକୁ ସୁରକ୍ଷା,pila banchao,gidra banchao,gida banchayatu,chua banchaa,"Multilingual emergency phrase including native Sambalpuri (Kosli), Santali, Kui (Kandha), and Desia (Koraput) dialect variations."
